dual,year,scenario,total_duals,nonzero_duals,percent_nonzero,average_dual
battery_charge_new_max_duals,2025,NT,672,12,1.7857142857142856,-0.14904038253254037
battery_charge_new_max_duals,2030,NT,672,32,4.761904761904762,-0.37297225172562637
battery_charge_new_max_duals,2040,DE,672,12,1.7857142857142856,-0.11306668036978833
battery_charge_new_max_duals,2040,GA,672,18,2.6785714285714284,-0.1490412807215564
battery_charge_new_max_duals,2040,NT,672,16,2.380952380952381,-1.1280475312076346e-08
battery_charge_new_max_duals,2050,DE,672,0,0.0,0.0
battery_charge_new_max_duals,2050,GA,672,0,0.0,0.0
battery_discharge_new_max_duals,2025,NT,672,20,2.976190476190476,-0.5188160863597862
battery_discharge_new_max_duals,2030,NT,672,7,1.0416666666666665,-0.41032891417272616
battery_discharge_new_max_duals,2040,DE,672,10,1.488095238095238,-0.3331368801546946
battery_discharge_new_max_duals,2040,GA,672,10,1.488095238095238,-0.3311582899396942
battery_discharge_new_max_duals,2040,NT,672,10,1.488095238095238,-0.3319332719044392
battery_discharge_new_max_duals,2050,DE,672,4,0.5952380952380952,-0.31834957455564117
battery_discharge_new_max_duals,2050,GA,672,5,0.744047619047619,-0.12991933240593864
branch_extension_duals,2025,All,1,0,0.0,0.0
branch_extension_duals,2030,All,1,0,0.0,0.0
branch_extension_duals,2040,All,1,0,0.0,0.0
branch_extension_duals,2050,All,1,0,0.0,0.0
branch_flow_new_duals_max,2025,NT,336,0,0.0,0.0
branch_flow_new_duals_max,2030,NT,336,1,0.2976190476190476,-1.3924556520188187
branch_flow_new_duals_max,2040,DE,336,0,0.0,0.0
branch_flow_new_duals_max,2040,GA,336,0,0.0,0.0
branch_flow_new_duals_max,2040,NT,336,0,0.0,0.0
branch_flow_new_duals_max,2050,DE,336,2,0.5952380952380952,7.786769706960001e-17
branch_flow_new_duals_max,2050,GA,336,0,0.0,0.0
branch_flow_new_duals_min,2025,NT,336,5,1.488095238095238,0.03635495109249143
branch_flow_new_duals_min,2030,NT,336,4,1.1904761904761905,1.4150873195341713
branch_flow_new_duals_min,2040,DE,336,11,3.273809523809524,0.04736085335702102
branch_flow_new_duals_min,2040,GA,336,12,3.571428571428571,0.042111060724587916
branch_flow_new_duals_min,2040,NT,336,9,2.6785714285714284,0.040064287222724704
branch_flow_new_duals_min,2050,DE,336,14,4.166666666666666,0.07818619293119156
branch_flow_new_duals_min,2050,GA,336,8,2.380952380952381,0.19243378400338318
branch_flow_old_duals_max,2025,NT,336,0,0.0,0.0
branch_flow_old_duals_max,2030,NT,336,0,0.0,0.0
branch_flow_old_duals_max,2040,DE,336,0,0.0,0.0
branch_flow_old_duals_max,2040,GA,336,0,0.0,0.0
branch_flow_old_duals_max,2040,NT,336,0,0.0,0.0
branch_flow_old_duals_max,2050,DE,336,0,0.0,0.0
branch_flow_old_duals_max,2050,GA,336,0,0.0,0.0
branch_flow_old_duals_min,2025,NT,336,5,1.488095238095238,0.03635495109249143
branch_flow_old_duals_min,2030,NT,336,3,0.8928571428571428,0.022631667515352595
branch_flow_old_duals_min,2040,DE,336,9,2.6785714285714284,0.04736085335702164
branch_flow_old_duals_min,2040,GA,336,12,3.571428571428571,0.042111060724587916
branch_flow_old_duals_min,2040,NT,336,9,2.6785714285714284,0.040064287222724704
branch_flow_old_duals_min,2050,DE,336,14,4.166666666666666,0.07818619293119196
branch_flow_old_duals_min,2050,GA,336,8,2.380952380952381,0.19243378400338318
emissions_duals,2025,NT,1,0,0.0,0.0
emissions_duals,2030,NT,1,0,0.0,0.0
emissions_duals,2040,DE,1,0,0.0,0.0
emissions_duals,2040,GA,1,0,0.0,0.0
emissions_duals,2040,NT,1,0,0.0,0.0
emissions_duals,2050,DE,1,0,0.0,0.0
emissions_duals,2050,GA,1,0,0.0,0.0
gen_extension_duals,2025,All,11,6,54.54545454545454,-17977.95290130394
gen_extension_duals,2030,All,11,2,18.181818181818183,-2923.388489227302
gen_extension_duals,2040,All,11,0,0.0,0.0
gen_extension_duals,2050,All,11,0,0.0,0.0
gen_output_new_duals,2025,NT,3696,2691,72.80844155844156,-33.90440367319357
gen_output_new_duals,2030,NT,3696,2480,67.09956709956711,-22.663579206768166
gen_output_new_duals,2040,DE,3696,2617,70.80627705627705,-31.842675950088246
gen_output_new_duals,2040,GA,3696,2438,65.96320346320347,-22.516122410960513
gen_output_new_duals,2040,NT,3696,2578,69.75108225108225,-25.10632942958727
gen_output_new_duals,2050,DE,3696,2769,74.91883116883116,-40.505099396048955
gen_output_new_duals,2050,GA,3696,2571,69.56168831168831,-24.35874002149121
gen_output_old_duals,2025,NT,3696,2681,72.53787878787878,-25.48483269750797
gen_output_old_duals,2030,NT,3696,2475,66.96428571428571,-22.32912457827392
gen_output_old_duals,2040,DE,3696,2617,70.80627705627705,-31.842675950088246
gen_output_old_duals,2040,GA,3696,2449,66.26082251082252,-22.516122410960513
gen_output_old_duals,2040,NT,3696,2576,69.6969696969697,-25.10632942958727
gen_output_old_duals,2050,DE,3696,2766,74.83766233766234,-40.505099396048955
gen_output_old_duals,2050,GA,3696,2570,69.53463203463204,-24.35874002149121
load_shedding_duals,2025,NT,672,0,0.0,0.0
load_shedding_duals,2030,NT,672,0,0.0,0.0
load_shedding_duals,2040,DE,672,0,0.0,0.0
load_shedding_duals,2040,GA,672,0,0.0,0.0
load_shedding_duals,2040,NT,672,0,0.0,0.0
load_shedding_duals,2050,DE,672,0,0.0,0.0
load_shedding_duals,2050,GA,672,0,0.0,0.0
power_balance_duals,2025,NT,672,672,100.0,34.91632707238802
power_balance_duals,2030,NT,672,672,100.0,30.596020459204208
power_balance_duals,2040,DE,672,672,100.0,41.35805965320072
power_balance_duals,2040,GA,672,672,100.0,30.837861776661672
power_balance_duals,2040,NT,672,672,100.0,34.35230813970317
power_balance_duals,2050,DE,672,672,100.0,51.221950375445864
power_balance_duals,2050,GA,672,672,100.0,33.35420890258367
