dual,year,scenario,total_duals,nonzero_duals,percent_nonzero,average_dual
branch_extension_duals,2025,All,19,12,63.1578947368421,-152297.66836630576
branch_extension_duals,2030,All,19,9,47.368421052631575,-51655.757150946694
branch_extension_duals,2040,All,19,8,42.10526315789473,-19481.631728694843
branch_extension_duals,2050,All,19,0,0.0,0.0
branch_flow_new_duals_max,2025,NT,12768,2112,16.541353383458645,-2.3820393708534433
branch_flow_new_duals_max,2030,NT,12768,1963,15.37437343358396,-0.7762747064584977
branch_flow_new_duals_max,2040,DE,12768,1560,12.218045112781954,-0.6711441269772916
branch_flow_new_duals_max,2040,GA,12768,1612,12.62531328320802,-0.5288657060864527
branch_flow_new_duals_max,2040,NT,12768,1588,12.43734335839599,-0.6126460202299518
branch_flow_new_duals_max,2050,DE,12768,1637,12.821115288220552,-0.008899859998588716
branch_flow_new_duals_max,2050,GA,12768,1655,12.962092731829575,-0.5412858236773216
branch_flow_new_duals_min,2025,NT,12768,4904,38.40852130325815,9.190895935696812
branch_flow_new_duals_min,2030,NT,12768,4824,37.78195488721804,2.989368048277247
branch_flow_new_duals_min,2040,DE,12768,5504,43.10776942355889,2.4742512386519713
branch_flow_new_duals_min,2040,GA,12768,5502,43.09210526315789,2.1199396491964904
branch_flow_new_duals_min,2040,NT,12768,5489,42.99028822055138,2.3382092340085796
branch_flow_new_duals_min,2050,DE,12768,5534,43.342731829573935,0.01824630258052856
branch_flow_new_duals_min,2050,GA,12768,5525,43.27224310776943,1.440711701152594
branch_flow_old_duals_max,2025,NT,12768,1355,10.6124686716792,-2.382039370853461
branch_flow_old_duals_max,2030,NT,12768,1474,11.544486215538848,-0.7762747064585027
branch_flow_old_duals_max,2040,DE,12768,1247,9.766604010025063,-0.671144126977293
branch_flow_old_duals_max,2040,GA,12768,1263,9.891917293233082,-0.528865706086454
branch_flow_old_duals_max,2040,NT,12768,1255,9.829260651629072,-0.6126460202149732
branch_flow_old_duals_max,2050,DE,12768,1250,9.790100250626567,-0.008899859998588723
branch_flow_old_duals_max,2050,GA,12768,1281,10.032894736842106,-0.5412858236773231
branch_flow_old_duals_min,2025,NT,12768,5070,39.70864661654135,9.190895935696812
branch_flow_old_duals_min,2030,NT,12768,4975,38.96459899749373,2.9893680482772496
branch_flow_old_duals_min,2040,DE,12768,5783,45.29291979949875,2.4742512386519726
branch_flow_old_duals_min,2040,GA,12768,5786,45.31641604010025,2.119939649196492
branch_flow_old_duals_min,2040,NT,12768,5775,45.23026315789473,2.3382092339936014
branch_flow_old_duals_min,2050,DE,12768,5613,43.96146616541353,0.018246302580528572
branch_flow_old_duals_min,2050,GA,12768,5616,43.984962406015036,1.440711701152594
emissions_duals,2025,NT,1,1,100.0,-31727.300250536853
emissions_duals,2030,NT,1,1,100.0,-31488.56345027049
emissions_duals,2040,DE,1,1,100.0,-30932.70397523141
emissions_duals,2040,GA,1,1,100.0,-31161.765179669805
emissions_duals,2040,NT,1,1,100.0,-31003.38825215854
emissions_duals,2050,DE,1,1,100.0,-4.589365281048262
emissions_duals,2050,GA,1,1,100.0,-24138.812631792032
gen_extension_duals,2025,All,51,36,70.58823529411765,-2085373.6765003514
gen_extension_duals,2030,All,51,35,68.62745098039215,-485830.82125163195
gen_extension_duals,2040,All,51,34,66.66666666666666,-176519.2127639968
gen_extension_duals,2050,All,51,8,15.686274509803921,-1639.0196058336303
gen_output_new_duals,2025,NT,34272,18590,54.242530345471515,-1538.0162766801857
gen_output_new_duals,2030,NT,34272,14714,42.93300653594771,-500.89040782805324
gen_output_new_duals,2040,DE,34272,13971,40.76505602240896,-419.1204516578413
gen_output_new_duals,2040,GA,34272,13071,38.13900560224089,-356.8838775904446
gen_output_new_duals,2040,NT,34272,13778,40.20191409897292,-394.783689120759
gen_output_new_duals,2050,DE,34272,14101,41.14437441643324,-5.274014603959601
gen_output_new_duals,2050,GA,34272,13166,38.416199813258636,-271.5812352368901
gen_output_old_duals,2025,NT,34272,18613,54.30964052287581,-1538.0162766801857
gen_output_old_duals,2030,NT,34272,14723,42.95926704014939,-500.6898012390703
gen_output_old_duals,2040,DE,34272,13982,40.797152194211016,-419.1204516578413
gen_output_old_duals,2040,GA,34272,13094,38.20611577964519,-356.8838775904446
gen_output_old_duals,2040,NT,34272,13806,40.28361344537815,-394.363040734126
gen_output_old_duals,2050,DE,34272,14164,41.328197945845005,-3.707866745626403
gen_output_old_duals,2050,GA,34272,13213,38.55333800186742,-271.5812352368901
load_shedding_duals,2025,NT,7392,466,6.304112554112554,-2.221043804560287
load_shedding_duals,2030,NT,7392,133,1.7992424242424243,-0.34951611460704307
load_shedding_duals,2040,DE,7392,16,0.21645021645021645,-0.09865493799844371
load_shedding_duals,2040,GA,7392,22,0.2976190476190476,-0.1081914289544223
load_shedding_duals,2040,NT,7392,16,0.21645021645021645,-0.10281759684823855
load_shedding_duals,2050,DE,7392,0,0.0,0.0
load_shedding_duals,2050,GA,7392,0,0.0,0.0
power_balance_duals,2025,NT,7392,7392,100.0,2240.145362630641
power_balance_duals,2030,NT,7392,7392,100.0,729.2146953491754
power_balance_duals,2040,DE,7392,7392,100.0,610.007206317547
power_balance_duals,2040,GA,7392,7392,100.0,519.596903612425
power_balance_duals,2040,NT,7392,7392,100.0,574.0131727948358
power_balance_duals,2050,DE,7392,7392,100.0,5.384255799373205
power_balance_duals,2050,GA,7392,7392,100.0,395.1015803498365
