,lower_bound,upper_bound,count,percent_of_high,percent_of_total
49,6233.0,6350.0,15,34.090909090909086,0.014494434137291281
48,6116.0,6233.0,13,29.545454545454547,0.012561842918985775
40,5180.0,5297.0,7,15.909090909090908,0.006764069264069264
47,5999.0,6116.0,5,11.363636363636363,0.00483147804576376
41,5297.0,5414.0,2,4.545454545454546,0.001932591218305504
42,5414.0,5531.0,1,2.272727272727273,0.000966295609152752
39,5063.0,5180.0,1,2.272727272727273,0.000966295609152752
34,4478.0,4595.0,0,0.0,0.0
27,3659.0,3776.0,0,0.0,0.0
28,3776.0,3893.0,0,0.0,0.0
