snapshot,ES1 0 bat,ES1 1 bat,ES1 2 bat,ES1 3 bat,ES1 4 bat,ES1 5 bat,ES1 6 bat,ES1 7 bat,ES1 8 bat,PT1 0 bat,PT1 1 bat
2013-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15214.796071355566,3855.0432969833028,0.0,0.0,24870.20878336925
2013-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15214.796071355566,3855.0432969833028,0.0,0.0,23314.25330824176
2013-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15214.796071355566,3855.0432969833028,0.0,0.0,22248.027080282718
2013-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15214.796071355566,3855.0432969833028,0.0,0.0,21453.939921877416
2013-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15214.796071355566,1015.4669067584855,0.0,0.0,24201.012683018063
2013-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15214.796071355566,4055.3790206009926,0.0,0.0,21109.94631656283
2013-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15214.796071355566,4055.3790206009926,0.0,0.0,20706.213085208205
2013-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15214.796071355566,0.0,0.0,0.0,24493.296595472464
2013-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15214.796071355566,3855.0432969833028,0.0,0.0,20194.338576791117
2013-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,14693.796688855926,3855.0432969833028,0.0,0.0,22359.6725523445
2013-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,10683.707371922468,3855.0432969833028,0.0,0.0,25925.25740568518
2013-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,10134.55051291335,4055.3790206009926,0.0,0.0,25968.6360446105
2013-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,10059.332218424148,4055.3790206009926,0.0,0.0,25567.667341034114
2013-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,9791.275267114166,4055.3790206009926,0.0,0.0,25291.72021421557
2013-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,11085.63098709832,4043.4751637454397,0.0,0.0,25266.602167737317
2013-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15214.796071355566,4055.3790206009926,0.0,0.0,25358.865179040196
