,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,125.051,132,80.0,0.25510204081632654
29,1885.642,1948.521,9,5.454545454545454,0.017393320964749534
99,6287.122,6350.0,8,4.848484848484849,0.015460729746444033
98,6224.243,6287.122,7,4.242424242424243,0.013528138528138528
97,6161.365,6224.243,5,3.0303030303030303,0.00966295609152752
28,1822.764,1885.642,2,1.2121212121212122,0.003865182436611008
96,6098.487,6161.365,1,0.6060606060606061,0.001932591218305504
95,6035.609,6098.487,1,0.6060606060606061,0.001932591218305504
3,250.807,313.686,0,0.0,0.0
64,4086.382,4149.26,0,0.0,0.0
