year,week,hour,generator,value
2025,21,63,ES1 0 CCGT,0.0
2025,21,64,ES1 0 CCGT,0.0
2025,21,65,ES1 0 CCGT,0.0
2025,21,66,ES1 0 CCGT,0.0
2025,21,67,ES1 0 CCGT,0.0
2025,21,68,ES1 0 CCGT,0.0
2025,21,69,ES1 0 CCGT,0.0
2025,21,70,ES1 0 CCGT,0.0
2025,21,71,ES1 0 CCGT,0.0
2025,21,72,ES1 0 CCGT,0.0
2025,21,73,ES1 0 CCGT,0.0
2025,21,74,ES1 0 CCGT,0.0
2025,21,75,ES1 0 CCGT,0.0
2025,21,76,ES1 0 CCGT,0.0
2025,21,77,ES1 0 CCGT,0.0
2025,21,78,ES1 0 CCGT,0.0
2025,21,79,ES1 0 CCGT,0.0
2025,21,80,ES1 0 CCGT,0.0
2025,21,81,ES1 0 CCGT,0.0
2025,21,82,ES1 0 CCGT,0.0
2025,21,83,ES1 0 CCGT,0.0
2025,21,84,ES1 0 CCGT,0.0
2025,21,85,ES1 0 CCGT,0.0
2025,21,86,ES1 0 CCGT,0.0
2025,21,87,ES1 0 CCGT,0.0
2025,21,88,ES1 0 CCGT,0.0
2025,21,89,ES1 0 CCGT,0.0
2025,21,90,ES1 0 CCGT,0.0
2025,21,91,ES1 0 CCGT,0.0
2025,21,92,ES1 0 CCGT,0.0
2025,21,93,ES1 0 CCGT,0.0
2025,21,94,ES1 0 CCGT,0.0
2025,21,95,ES1 0 CCGT,0.0
2025,21,96,ES1 0 CCGT,0.0
2025,21,97,ES1 0 CCGT,0.0
2025,21,98,ES1 0 CCGT,0.0
2025,21,99,ES1 0 CCGT,0.0
2025,21,100,ES1 0 CCGT,0.0
2025,21,101,ES1 0 CCGT,0.0
2025,21,102,ES1 0 CCGT,0.0
2025,21,103,ES1 0 CCGT,0.0
2025,21,104,ES1 0 CCGT,0.0
2025,21,105,ES1 0 CCGT,0.0
2025,21,106,ES1 0 CCGT,0.0
2025,21,107,ES1 0 CCGT,0.0
2025,21,108,ES1 0 CCGT,0.0
2025,21,109,ES1 0 CCGT,0.0
2025,21,110,ES1 0 CCGT,0.0
2025,21,111,ES1 0 CCGT,0.0
2025,21,112,ES1 0 CCGT,0.0
2025,21,113,ES1 0 CCGT,0.0
2025,21,114,ES1 0 CCGT,0.0
2025,21,115,ES1 0 CCGT,0.0
2025,21,116,ES1 0 CCGT,0.0
2025,21,117,ES1 0 CCGT,0.0
2025,21,118,ES1 0 CCGT,0.0
2025,21,119,ES1 0 CCGT,0.0
2025,21,120,ES1 0 CCGT,0.0
2025,21,121,ES1 0 CCGT,0.0
2025,21,122,ES1 0 CCGT,0.0
2025,21,123,ES1 0 CCGT,0.0
2025,21,124,ES1 0 CCGT,0.0
2025,21,125,ES1 0 CCGT,0.0
2025,21,126,ES1 0 CCGT,0.0
2025,21,127,ES1 0 CCGT,0.0
2025,21,128,ES1 0 CCGT,0.0
2025,21,129,ES1 0 CCGT,0.0
2025,21,130,ES1 0 CCGT,0.0
2025,21,131,ES1 0 CCGT,0.0
2025,21,132,ES1 0 CCGT,0.0
2025,21,133,ES1 0 CCGT,0.0
2025,21,134,ES1 0 CCGT,0.0
2025,21,135,ES1 0 CCGT,0.0
2025,21,136,ES1 0 CCGT,0.0
2025,21,137,ES1 0 CCGT,0.0
2025,21,138,ES1 0 CCGT,0.0
2025,21,139,ES1 0 CCGT,0.0
2025,21,140,ES1 0 CCGT,0.0
2025,21,141,ES1 0 CCGT,0.0
2025,21,142,ES1 0 CCGT,0.0
2025,21,143,ES1 0 CCGT,0.0
2025,21,144,ES1 0 CCGT,0.0
2025,21,145,ES1 0 CCGT,0.0
2025,21,146,ES1 0 CCGT,0.0
2025,21,147,ES1 0 CCGT,0.0
2025,21,148,ES1 0 CCGT,0.0
2025,21,149,ES1 0 CCGT,0.0
2025,21,150,ES1 0 CCGT,0.0
2025,21,151,ES1 0 CCGT,0.0
2025,21,152,ES1 0 CCGT,0.0
2025,21,153,ES1 0 CCGT,0.0
2025,21,154,ES1 0 CCGT,0.0
2025,21,155,ES1 0 CCGT,0.0
2025,21,156,ES1 0 CCGT,0.0
2025,21,157,ES1 0 CCGT,0.0
2025,21,158,ES1 0 CCGT,0.0
2025,21,159,ES1 0 CCGT,0.0
2025,21,160,ES1 0 CCGT,0.0
2025,21,161,ES1 0 CCGT,0.0
2025,21,162,ES1 0 CCGT,0.0
2025,21,163,ES1 0 CCGT,0.0
2025,21,164,ES1 0 CCGT,0.0
2025,21,165,ES1 0 CCGT,0.0
2025,21,166,ES1 0 CCGT,0.0
2025,21,167,ES1 0 CCGT,0.0
2025,42,0,ES1 0 CCGT,48.81052788301167
2025,42,1,ES1 0 CCGT,649.6216105586882
2025,42,2,ES1 0 CCGT,1126.4279931590736
2025,42,3,ES1 0 CCGT,2154.8029678526145
2025,42,4,ES1 0 CCGT,5104.927940161782
2025,42,5,ES1 0 CCGT,9771.703926089664
2025,42,6,ES1 0 CCGT,12547.66666036649
2025,42,7,ES1 0 CCGT,11495.838929667778
2025,42,8,ES1 0 CCGT,3587.032319641581
2025,42,9,ES1 0 CCGT,0.0
2025,42,10,ES1 0 CCGT,0.0
2025,42,11,ES1 0 CCGT,2026.0065236415285
2025,42,12,ES1 0 CCGT,0.0
2025,42,13,ES1 0 CCGT,0.0
2025,42,14,ES1 0 CCGT,0.0
2025,42,15,ES1 0 CCGT,0.0
2025,42,16,ES1 0 CCGT,401.36496709226594
2025,42,17,ES1 0 CCGT,6237.606966863148
2025,42,18,ES1 0 CCGT,7745.696542218386
2025,42,19,ES1 0 CCGT,5076.999966592028
2025,42,20,ES1 0 CCGT,371.03561352908764
2025,42,21,ES1 0 CCGT,0.0
2025,42,22,ES1 0 CCGT,0.0
2025,42,23,ES1 0 CCGT,0.0
2025,42,24,ES1 0 CCGT,0.0
2025,42,25,ES1 0 CCGT,0.0
2025,42,26,ES1 0 CCGT,0.0
2025,42,27,ES1 0 CCGT,0.0
2025,42,28,ES1 0 CCGT,0.0
2025,42,29,ES1 0 CCGT,0.0
2025,42,30,ES1 0 CCGT,0.0
2025,42,31,ES1 0 CCGT,0.0
2025,42,32,ES1 0 CCGT,0.0
2025,42,33,ES1 0 CCGT,0.0
2025,42,34,ES1 0 CCGT,0.0
2025,42,35,ES1 0 CCGT,0.0
2025,42,36,ES1 0 CCGT,0.0
2025,42,37,ES1 0 CCGT,0.0
2025,42,38,ES1 0 CCGT,0.0
2025,42,39,ES1 0 CCGT,0.0
2025,42,40,ES1 0 CCGT,0.0
2025,42,41,ES1 0 CCGT,0.0
2025,42,42,ES1 0 CCGT,0.0
2025,42,43,ES1 0 CCGT,0.0
2025,42,44,ES1 0 CCGT,0.0
2025,42,45,ES1 0 CCGT,0.0
2025,42,46,ES1 0 CCGT,0.0
2025,42,47,ES1 0 CCGT,0.0
2025,42,48,ES1 0 CCGT,0.0
2025,42,49,ES1 0 CCGT,0.0
2025,42,50,ES1 0 CCGT,0.0
2025,42,51,ES1 0 CCGT,0.0
2025,42,52,ES1 0 CCGT,0.0
2025,42,53,ES1 0 CCGT,0.0
2025,42,54,ES1 0 CCGT,0.0
2025,42,55,ES1 0 CCGT,0.0
2025,42,56,ES1 0 CCGT,0.0
2025,42,57,ES1 0 CCGT,0.0
2025,42,58,ES1 0 CCGT,0.0
2025,42,59,ES1 0 CCGT,0.0
2025,42,60,ES1 0 CCGT,0.0
2025,42,61,ES1 0 CCGT,0.0
2025,42,62,ES1 0 CCGT,0.0
2025,42,63,ES1 0 CCGT,0.0
2025,42,64,ES1 0 CCGT,723.9205377411818
2025,42,65,ES1 0 CCGT,8256.942954115519
2025,42,66,ES1 0 CCGT,10428.619924880999
2025,42,67,ES1 0 CCGT,8586.805221825321
2025,42,68,ES1 0 CCGT,5185.113622499877
2025,42,69,ES1 0 CCGT,3091.471437319771
2025,42,70,ES1 0 CCGT,2786.523917694143
2025,42,71,ES1 0 CCGT,1118.4391958471842
2025,42,72,ES1 0 CCGT,907.8336405070859
2025,42,73,ES1 0 CCGT,1203.4138423099466
2025,42,74,ES1 0 CCGT,1965.9101144666784
2025,42,75,ES1 0 CCGT,3032.3679428988
2025,42,76,ES1 0 CCGT,5854.927438765553
2025,42,77,ES1 0 CCGT,10318.403067543255
2025,42,78,ES1 0 CCGT,13319.164771302716
2025,42,79,ES1 0 CCGT,12781.205033479722
2025,42,80,ES1 0 CCGT,4691.465534268211
2025,42,81,ES1 0 CCGT,0.0
2025,42,82,ES1 0 CCGT,0.0
2025,42,83,ES1 0 CCGT,0.0
2025,42,84,ES1 0 CCGT,0.0
2025,42,85,ES1 0 CCGT,0.0
2025,42,86,ES1 0 CCGT,0.0
2025,42,87,ES1 0 CCGT,2294.1321114475486
2025,42,88,ES1 0 CCGT,7489.656315517426
2025,42,89,ES1 0 CCGT,12575.944437488273
2025,42,90,ES1 0 CCGT,15254.789902061879
2025,42,91,ES1 0 CCGT,13415.267342048543
2025,42,92,ES1 0 CCGT,9646.83287224543
2025,42,93,ES1 0 CCGT,5549.672143870905
2025,42,94,ES1 0 CCGT,2489.1755159534696
2025,42,95,ES1 0 CCGT,217.19426405365994
2025,42,96,ES1 0 CCGT,0.0
2025,42,97,ES1 0 CCGT,0.0
2025,42,98,ES1 0 CCGT,0.0
2025,42,99,ES1 0 CCGT,0.0
2025,42,100,ES1 0 CCGT,0.0
2025,42,101,ES1 0 CCGT,0.0
2025,42,102,ES1 0 CCGT,0.0
2025,42,103,ES1 0 CCGT,0.0
2025,42,104,ES1 0 CCGT,0.0
2025,42,105,ES1 0 CCGT,0.0
2025,42,106,ES1 0 CCGT,0.0
2025,42,107,ES1 0 CCGT,0.0
2025,42,108,ES1 0 CCGT,0.0
2025,42,109,ES1 0 CCGT,0.0
2025,42,110,ES1 0 CCGT,0.0
2025,42,111,ES1 0 CCGT,0.0
2025,42,112,ES1 0 CCGT,0.0
2025,42,113,ES1 0 CCGT,0.0
2025,42,114,ES1 0 CCGT,0.0
2025,42,115,ES1 0 CCGT,0.0
2025,42,116,ES1 0 CCGT,0.0
2025,42,117,ES1 0 CCGT,0.0
2025,42,118,ES1 0 CCGT,0.0
2025,42,119,ES1 0 CCGT,0.0
2025,42,120,ES1 0 CCGT,0.0
2025,42,121,ES1 0 CCGT,0.0
2025,42,122,ES1 0 CCGT,0.0
2025,42,123,ES1 0 CCGT,0.0
2025,42,124,ES1 0 CCGT,0.0
2025,42,125,ES1 0 CCGT,0.0
2025,42,126,ES1 0 CCGT,0.0
2025,42,127,ES1 0 CCGT,0.0
2025,42,128,ES1 0 CCGT,0.0
2025,42,129,ES1 0 CCGT,0.0
2025,42,130,ES1 0 CCGT,0.0
2025,42,131,ES1 0 CCGT,0.0
2025,42,132,ES1 0 CCGT,0.0
2025,42,133,ES1 0 CCGT,0.0
2025,42,134,ES1 0 CCGT,0.0
2025,42,135,ES1 0 CCGT,0.0
2025,42,136,ES1 0 CCGT,0.0
2025,42,137,ES1 0 CCGT,0.0
2025,42,138,ES1 0 CCGT,0.0
2025,42,139,ES1 0 CCGT,0.0
2025,42,140,ES1 0 CCGT,0.0
2025,42,141,ES1 0 CCGT,0.0
2025,42,142,ES1 0 CCGT,0.0
2025,42,143,ES1 0 CCGT,0.0
2025,42,144,ES1 0 CCGT,0.0
2025,42,145,ES1 0 CCGT,0.0
2025,42,146,ES1 0 CCGT,0.0
2025,42,147,ES1 0 CCGT,0.0
2025,42,148,ES1 0 CCGT,0.0
2025,42,149,ES1 0 CCGT,0.0
2025,42,150,ES1 0 CCGT,0.0
2025,42,151,ES1 0 CCGT,0.0
2025,42,152,ES1 0 CCGT,0.0
2025,42,153,ES1 0 CCGT,0.0
2025,42,154,ES1 0 CCGT,0.0
2025,42,155,ES1 0 CCGT,0.0
2025,42,156,ES1 0 CCGT,0.0
2025,42,157,ES1 0 CCGT,0.0
2025,42,158,ES1 0 CCGT,0.0
2025,42,159,ES1 0 CCGT,0.0
2025,42,160,ES1 0 CCGT,0.0
2025,42,161,ES1 0 CCGT,0.0
2025,42,162,ES1 0 CCGT,0.0
2025,42,163,ES1 0 CCGT,0.0
2025,42,164,ES1 0 CCGT,0.0
2025,42,165,ES1 0 CCGT,0.0
2025,42,166,ES1 0 CCGT,0.0
2025,42,167,ES1 0 CCGT,0.0
2035,21,0,ES1 0 CCGT,0.0
2035,21,1,ES1 0 CCGT,12232.306994505254
2035,21,2,ES1 0 CCGT,13269.457726500148
2035,21,3,ES1 0 CCGT,14850.241062569494
2035,21,4,ES1 0 CCGT,19243.462807918015
2035,21,5,ES1 0 CCGT,24851.249636330173
2035,21,6,ES1 0 CCGT,0.0
2035,21,7,ES1 0 CCGT,0.0
2035,21,8,ES1 0 CCGT,15983.595046955981
2035,21,9,ES1 0 CCGT,0.0
2035,21,10,ES1 0 CCGT,14501.396670219532
2035,21,11,ES1 0 CCGT,0.0
2035,21,12,ES1 0 CCGT,0.0
2035,21,13,ES1 0 CCGT,7762.410795214774
2035,21,14,ES1 0 CCGT,5030.26017478093
2035,21,15,ES1 0 CCGT,0.0
2035,21,16,ES1 0 CCGT,0.0
2035,21,17,ES1 0 CCGT,17860.12810969774
2035,21,18,ES1 0 CCGT,24396.572443327343
2035,21,19,ES1 0 CCGT,0.0
2035,21,20,ES1 0 CCGT,26305.331999999995
2035,21,21,ES1 0 CCGT,22161.110087147485
2035,21,22,ES1 0 CCGT,19095.814361073382
2035,21,23,ES1 0 CCGT,15134.593937426369
2035,21,24,ES1 0 CCGT,12659.53732526823
2035,21,25,ES1 0 CCGT,10727.086443354507
2035,21,26,ES1 0 CCGT,10107.85363078311
2035,21,27,ES1 0 CCGT,11467.976101212553
2035,21,28,ES1 0 CCGT,0.0
2035,21,29,ES1 0 CCGT,22258.053405045095
2035,21,30,ES1 0 CCGT,26305.331999999995
2035,21,31,ES1 0 CCGT,0.0
2035,21,32,ES1 0 CCGT,16640.85154279744
2035,21,33,ES1 0 CCGT,10127.365282805476
2035,21,34,ES1 0 CCGT,8959.983263179274
2035,21,35,ES1 0 CCGT,3549.264745249195
2035,21,36,ES1 0 CCGT,0.0
2035,21,37,ES1 0 CCGT,0.0
2035,21,38,ES1 0 CCGT,0.0
2035,21,39,ES1 0 CCGT,0.0
2035,21,40,ES1 0 CCGT,0.0
2035,21,41,ES1 0 CCGT,0.0
2035,21,42,ES1 0 CCGT,3216.9855483631773
2035,21,43,ES1 0 CCGT,0.0
2035,21,44,ES1 0 CCGT,5103.619575570131
2035,21,45,ES1 0 CCGT,0.0
2035,21,46,ES1 0 CCGT,0.0
2035,21,47,ES1 0 CCGT,0.0
2035,21,48,ES1 0 CCGT,0.0
2035,21,49,ES1 0 CCGT,0.0
2035,21,50,ES1 0 CCGT,0.0
2035,21,51,ES1 0 CCGT,0.0
2035,21,52,ES1 0 CCGT,0.0
2035,21,53,ES1 0 CCGT,0.0
2035,21,54,ES1 0 CCGT,0.0
2035,21,55,ES1 0 CCGT,0.0
2035,21,56,ES1 0 CCGT,0.0
2035,21,57,ES1 0 CCGT,0.0
2035,21,58,ES1 0 CCGT,0.0
2035,21,59,ES1 0 CCGT,0.0
2035,21,60,ES1 0 CCGT,0.0
2035,21,61,ES1 0 CCGT,0.0
2035,21,62,ES1 0 CCGT,0.0
2035,21,63,ES1 0 CCGT,0.0
2035,21,64,ES1 0 CCGT,0.0
2035,21,65,ES1 0 CCGT,0.0
2035,21,66,ES1 0 CCGT,0.0
2035,21,67,ES1 0 CCGT,0.0
2035,21,68,ES1 0 CCGT,0.0
2035,21,69,ES1 0 CCGT,0.0
2035,21,70,ES1 0 CCGT,0.0
2035,21,71,ES1 0 CCGT,0.0
2035,21,72,ES1 0 CCGT,0.0
2035,21,73,ES1 0 CCGT,0.0
2035,21,74,ES1 0 CCGT,0.0
2035,21,75,ES1 0 CCGT,0.0
2035,21,76,ES1 0 CCGT,0.0
2035,21,77,ES1 0 CCGT,0.0
2035,21,78,ES1 0 CCGT,0.0
2035,21,79,ES1 0 CCGT,0.0
2035,21,80,ES1 0 CCGT,0.0
2035,21,81,ES1 0 CCGT,0.0
2035,21,82,ES1 0 CCGT,0.0
2035,21,83,ES1 0 CCGT,0.0
2035,21,84,ES1 0 CCGT,0.0
2035,21,85,ES1 0 CCGT,0.0
2035,21,86,ES1 0 CCGT,0.0
2035,21,87,ES1 0 CCGT,0.0
2035,21,88,ES1 0 CCGT,0.0
2035,21,89,ES1 0 CCGT,0.0
2035,21,90,ES1 0 CCGT,0.0
2035,21,91,ES1 0 CCGT,0.0
2035,21,92,ES1 0 CCGT,0.0
2035,21,93,ES1 0 CCGT,0.0
2035,21,94,ES1 0 CCGT,0.0
2035,21,95,ES1 0 CCGT,0.0
2035,21,96,ES1 0 CCGT,0.0
2035,21,97,ES1 0 CCGT,0.0
2035,21,98,ES1 0 CCGT,0.0
2035,21,99,ES1 0 CCGT,0.0
2035,21,100,ES1 0 CCGT,0.0
2035,21,101,ES1 0 CCGT,2300.7865432056615
2035,21,102,ES1 0 CCGT,8364.144966195465
2035,21,103,ES1 0 CCGT,0.0
2035,21,104,ES1 0 CCGT,0.0
2035,21,105,ES1 0 CCGT,0.0
2035,21,106,ES1 0 CCGT,0.0
2035,21,107,ES1 0 CCGT,0.0
2035,21,108,ES1 0 CCGT,0.0
2035,21,109,ES1 0 CCGT,0.0
2035,21,110,ES1 0 CCGT,0.0
2035,21,111,ES1 0 CCGT,0.0
2035,21,112,ES1 0 CCGT,0.0
2035,21,113,ES1 0 CCGT,0.0
2035,21,114,ES1 0 CCGT,0.0
2035,21,115,ES1 0 CCGT,3984.6564152004294
2035,21,116,ES1 0 CCGT,3945.484904541404
2035,21,117,ES1 0 CCGT,493.78183788688966
2035,21,118,ES1 0 CCGT,0.0
2035,21,119,ES1 0 CCGT,0.0
2035,21,120,ES1 0 CCGT,0.0
2035,21,121,ES1 0 CCGT,0.0
2035,21,122,ES1 0 CCGT,0.0
2035,21,123,ES1 0 CCGT,0.0
2035,21,124,ES1 0 CCGT,0.0
2035,21,125,ES1 0 CCGT,0.0
2035,21,126,ES1 0 CCGT,0.0
2035,21,127,ES1 0 CCGT,0.0
2035,21,128,ES1 0 CCGT,0.0
2035,21,129,ES1 0 CCGT,0.0
2035,21,130,ES1 0 CCGT,0.0
2035,21,131,ES1 0 CCGT,0.0
2035,21,132,ES1 0 CCGT,0.0
2035,21,133,ES1 0 CCGT,0.0
2035,21,134,ES1 0 CCGT,0.0
2035,21,135,ES1 0 CCGT,0.0
2035,21,136,ES1 0 CCGT,0.0
2035,21,137,ES1 0 CCGT,0.0
2035,21,138,ES1 0 CCGT,0.0
2035,21,139,ES1 0 CCGT,4340.941180576377
2035,21,140,ES1 0 CCGT,0.0
2035,21,141,ES1 0 CCGT,1682.629993438737
2035,21,142,ES1 0 CCGT,0.0
2035,21,143,ES1 0 CCGT,0.0
2035,21,144,ES1 0 CCGT,0.0
2035,21,145,ES1 0 CCGT,3100.2028394054587
2035,21,146,ES1 0 CCGT,3622.05039825696
2035,21,147,ES1 0 CCGT,4036.760776634449
2035,21,148,ES1 0 CCGT,4683.2767708248475
2035,21,149,ES1 0 CCGT,0.0
2035,21,150,ES1 0 CCGT,6617.786799455497
2035,21,151,ES1 0 CCGT,1398.6184186417604
2035,21,152,ES1 0 CCGT,0.0
2035,21,153,ES1 0 CCGT,0.0
2035,21,154,ES1 0 CCGT,0.0
2035,21,155,ES1 0 CCGT,0.0
2035,21,156,ES1 0 CCGT,0.0
2035,21,157,ES1 0 CCGT,0.0
2035,21,158,ES1 0 CCGT,0.0
2035,21,159,ES1 0 CCGT,0.0
2035,21,160,ES1 0 CCGT,0.0
2035,21,161,ES1 0 CCGT,0.0
2035,21,162,ES1 0 CCGT,2195.0583431418518
2035,21,163,ES1 0 CCGT,10926.237057608945
2035,21,164,ES1 0 CCGT,13361.230593961202
2035,21,165,ES1 0 CCGT,0.0
2035,21,166,ES1 0 CCGT,8994.659017304995
2035,21,167,ES1 0 CCGT,7488.6256675639115
2035,42,0,ES1 0 CCGT,12150.339230580932
2035,42,1,ES1 0 CCGT,12806.457497650494
2035,42,2,ES1 0 CCGT,13428.201405929827
2035,42,3,ES1 0 CCGT,15315.718898704608
2035,42,4,ES1 0 CCGT,21037.967886877115
2035,42,5,ES1 0 CCGT,26305.331999999995
2035,42,6,ES1 0 CCGT,26305.331999999995
2035,42,7,ES1 0 CCGT,26305.331999999995
2035,42,8,ES1 0 CCGT,21832.848972186854
2035,42,9,ES1 0 CCGT,12657.379514799257
2035,42,10,ES1 0 CCGT,6438.254717588392
2035,42,11,ES1 0 CCGT,19895.05492073954
2035,42,12,ES1 0 CCGT,425.0782276802529
2035,42,13,ES1 0 CCGT,1462.5652314279596
2035,42,14,ES1 0 CCGT,5951.80711941172
2035,42,15,ES1 0 CCGT,13084.07421914719
2035,42,16,ES1 0 CCGT,19277.40270677395
2035,42,17,ES1 0 CCGT,26305.331999999995
2035,42,18,ES1 0 CCGT,26305.331999999995
2035,42,19,ES1 0 CCGT,26305.331999999995
2035,42,20,ES1 0 CCGT,19730.79087461285
2035,42,21,ES1 0 CCGT,12450.316711800773
2035,42,22,ES1 0 CCGT,0.0
2035,42,23,ES1 0 CCGT,1407.372590215611
2035,42,24,ES1 0 CCGT,0.0
2035,42,25,ES1 0 CCGT,0.0
2035,42,26,ES1 0 CCGT,0.0
2035,42,27,ES1 0 CCGT,0.0
2035,42,28,ES1 0 CCGT,0.0
2035,42,29,ES1 0 CCGT,1526.43288086114
2035,42,30,ES1 0 CCGT,4967.204687146985
2035,42,31,ES1 0 CCGT,4928.711185217402
2035,42,32,ES1 0 CCGT,0.0
2035,42,33,ES1 0 CCGT,0.0
2035,42,34,ES1 0 CCGT,0.0
2035,42,35,ES1 0 CCGT,0.0
2035,42,36,ES1 0 CCGT,0.0
2035,42,37,ES1 0 CCGT,0.0
2035,42,38,ES1 0 CCGT,0.0
2035,42,39,ES1 0 CCGT,0.0
2035,42,40,ES1 0 CCGT,0.0
2035,42,41,ES1 0 CCGT,7072.572269913811
2035,42,42,ES1 0 CCGT,12441.80877445451
2035,42,43,ES1 0 CCGT,8545.408308847107
2035,42,44,ES1 0 CCGT,59.26751192733286
2035,42,45,ES1 0 CCGT,0.0
2035,42,46,ES1 0 CCGT,0.0
2035,42,47,ES1 0 CCGT,0.0
2035,42,48,ES1 0 CCGT,0.0
2035,42,49,ES1 0 CCGT,0.0
2035,42,50,ES1 0 CCGT,0.0
2035,42,51,ES1 0 CCGT,0.0
2035,42,52,ES1 0 CCGT,0.0
2035,42,53,ES1 0 CCGT,0.0
2035,42,54,ES1 0 CCGT,4345.044715491082
2035,42,55,ES1 0 CCGT,0.0
2035,42,56,ES1 0 CCGT,0.0
2035,42,57,ES1 0 CCGT,0.0
2035,42,58,ES1 0 CCGT,0.0
2035,42,59,ES1 0 CCGT,0.0
2035,42,60,ES1 0 CCGT,0.0
2035,42,61,ES1 0 CCGT,0.0
2035,42,62,ES1 0 CCGT,0.0
2035,42,63,ES1 0 CCGT,7123.964691629151
2035,42,64,ES1 0 CCGT,18250.674247184255
2035,42,65,ES1 0 CCGT,26305.331999999995
2035,42,66,ES1 0 CCGT,26305.331999999995
2035,42,67,ES1 0 CCGT,26305.331999999995
2035,42,68,ES1 0 CCGT,25579.795405971905
2035,42,69,ES1 0 CCGT,20975.77267250177
2035,42,70,ES1 0 CCGT,19237.395177575756
2035,42,71,ES1 0 CCGT,16984.818313899465
2035,42,72,ES1 0 CCGT,16016.075365444813
2035,42,73,ES1 0 CCGT,15977.345365237474
2035,42,74,ES1 0 CCGT,0.0
2035,42,75,ES1 0 CCGT,17934.676945031788
2035,42,76,ES1 0 CCGT,0.0
2035,42,77,ES1 0 CCGT,0.0
2035,42,78,ES1 0 CCGT,26305.331999999995
2035,42,79,ES1 0 CCGT,26305.331999999995
2035,42,80,ES1 0 CCGT,0.0
2035,42,81,ES1 0 CCGT,0.0
2035,42,82,ES1 0 CCGT,0.0
2035,42,83,ES1 0 CCGT,0.0
2035,42,84,ES1 0 CCGT,1298.949694128958
2035,42,85,ES1 0 CCGT,4579.23613014384
2035,42,86,ES1 0 CCGT,12158.010561158268
2035,42,87,ES1 0 CCGT,0.0
2035,42,88,ES1 0 CCGT,26305.331999999995
2035,42,89,ES1 0 CCGT,26305.331999999995
2035,42,90,ES1 0 CCGT,26305.331999999995
2035,42,91,ES1 0 CCGT,26305.331999999995
2035,42,92,ES1 0 CCGT,26305.331999999995
2035,42,93,ES1 0 CCGT,0.0
2035,42,94,ES1 0 CCGT,19647.376337876012
2035,42,95,ES1 0 CCGT,0.0
2035,42,96,ES1 0 CCGT,12142.094931792373
2035,42,97,ES1 0 CCGT,8709.197421103127
2035,42,98,ES1 0 CCGT,5168.401323301428
2035,42,99,ES1 0 CCGT,4137.255133444747
2035,42,100,ES1 0 CCGT,6380.3918493078
