bus,x,y,country
AL1 0,19.897913657380467,41.58756832883462,AL
AT1 0,11.237534707161258,47.35409579212299,AT
AT1 1,15.083486773324653,47.67162473262863,AT
BA1 0,18.122703744298455,43.81136666515542,BA
BE1 0,4.451910844834449,51.00577905252758,BE
BE1 1,5.579567908393334,50.44331723901546,BE
BE1 2,3.3812374138260295,51.148626462209144,BE
BG1 0,24.673671018558693,42.76527120231763,BG
CH1 0,8.213076121971683,46.83243155790327,CH
CZ1 0,16.935950656998237,49.62350541214024,CZ
CZ1 1,14.097018185653347,49.980900969769955,CZ
DE1 0,7.926132925446223,51.44534185019898,DE
DE1 1,9.739301030969315,50.649925671260796,DE
DE1 10,8.05974729506191,47.888021872066325,DE
DE1 11,6.805625336895037,51.198468685529505,DE
DE1 12,10.036595174389598,48.13727853612492,DE
DE1 13,12.538931571428574,50.98507485714286,DE
DE1 14,9.004993037479279,48.86847861554422,DE
DE1 15,12.699260080522341,53.85921420148872,DE
DE1 16,11.609649666666666,51.65499855555556,DE
DE1 17,10.358713631896448,52.22589869741621,DE
DE1 18,12.50484475,48.817594875,DE
DE1 19,13.453937842532339,52.626160109507715,DE
DE1 2,11.489595311885036,48.386333135371636,DE
DE1 3,8.573448684102813,49.893377973222634,DE
DE1 4,14.213409444444446,51.476404555555554,DE
DE1 5,7.3830879249784855,52.70033777690463,DE
DE1 6,11.1716038135474,49.99645731731716,DE
DE1 7,9.807421527609483,53.816627813790454,DE
DE1 8,8.613286537559405,52.714560124453804,DE
DE1 9,6.941652591796554,49.7777333570445,DE
DK1 0,9.780571804546701,55.95401091656313,DK
DK2 0,12.2839744286048,55.50990254373552,DK
EE6 0,25.879151796111493,58.97990628084797,EE
ES1 0,-1.336935968967812,37.857622143866294,ES
ES1 1,-3.33805276393631,42.904161216402905,ES
ES1 2,-0.7408359163266865,41.700213946604045,ES
ES1 3,-5.340266531117291,37.24344069831233,ES
ES1 4,-7.55221376353228,42.69113683979726,ES
ES1 5,-3.579550665917224,40.12782769249285,ES
ES1 6,-0.771889738980197,39.43830678813415,ES
ES1 7,-5.578100198768316,40.98670181152151,ES
ES1 8,1.6303567805690613,41.64217732664029,ES
ES4 0,2.7388915999999996,39.6729018,ES
FI2 0,25.9040451,65.46991270000001,FI
FI2 1,26.178016687499998,61.219629375,FI
FI2 2,23.109436000000002,61.41124394444445,FI
FR1 0,0.2867056363636372,47.02666377272728,FR
FR1 1,6.462449937500001,45.6588495,FR
FR1 10,2.482375845443466,48.646368020282665,FR
FR1 11,5.474000409090907,45.15257727272728,FR
FR1 12,3.021604284872556,46.82002256520885,FR
FR1 13,-3.496300714285714,48.30610971428572,FR
FR1 14,-0.2138291880496623,45.1593205130601,FR
FR1 15,0.5746728051302253,49.2688510819578,FR
FR1 16,1.729674828609724,43.51121310716023,FR
FR1 17,3.7208558518518533,43.99107722222223,FR
FR1 18,4.929900626113941,46.22406245349726,FR
FR1 2,2.487999675396677,45.125760143140965,FR
FR1 3,2.5934210695154776,50.440559209142315,FR
FR1 4,6.2817120402999045,43.791443947862234,FR
FR1 5,-0.5420483926430506,43.46682478294097,FR
FR1 6,4.247701367761972,49.36862418345935,FR
FR1 7,-1.5073588952408372,47.64744793167105,FR
FR1 8,6.630279817511382,48.363707220515295,FR
FR1 9,5.093549351780952,43.674254334678366,FR
GB0 0,-1.4998880740740743,54.53958785185185,GB
GB0 1,-1.7873797501717603,52.74447407459513,GB
GB0 10,0.5921936111111097,51.40849188888889,GB
GB0 11,-2.7106933333333334,51.431043567869324,GB
GB0 12,-4.066543833333334,50.59450233333334,GB
GB0 2,0.462798999999996,52.61358925,GB
GB0 3,-3.8554989424398727,55.78951683184718,GB
GB0 4,-0.27275789303412423,51.62825044374476,GB
GB0 5,-3.716356509984381,51.81967434892587,GB
GB0 6,-2.6152334516129057,53.47255448387097,GB
GB0 7,-3.4207331420618665,57.46218759978494,GB
GB0 8,-0.6232225913384366,53.52655067067138,GB
GB0 9,-1.2571950769230789,51.29164115384616,GB
GB5 0,-6.097540942585512,54.668778749066895,GB
