dual,year,scenario,total_duals,nonzero_duals,percent_nonzero,average_dual
battery_charge_new_max_duals,2025,NT,7392,116,1.5692640692640691,-0.003979809055825735
battery_charge_new_max_duals,2030,NT,7392,256,3.463203463203463,-0.0007064708212280069
battery_charge_new_max_duals,2040,DE,7392,122,1.6504329004329004,-0.025912144723394172
battery_charge_new_max_duals,2040,GA,7392,270,3.6525974025974026,-0.01925097715238228
battery_charge_new_max_duals,2040,NT,7392,173,2.340367965367965,-0.0324889997352596
battery_charge_new_max_duals,2050,DE,7392,265,3.5849567099567095,-0.01477533066639516
battery_charge_new_max_duals,2050,GA,7392,173,2.340367965367965,-0.008139129187117842
battery_discharge_new_max_duals,2025,NT,7392,56,0.7575757575757576,-0.06553450613503341
battery_discharge_new_max_duals,2030,NT,7392,59,0.7981601731601732,-0.1572409034905585
battery_discharge_new_max_duals,2040,DE,7392,54,0.7305194805194805,-0.23633355535646444
battery_discharge_new_max_duals,2040,GA,7392,48,0.6493506493506493,-0.23578615585495863
battery_discharge_new_max_duals,2040,NT,7392,53,0.716991341991342,-0.23646446746824162
battery_discharge_new_max_duals,2050,DE,7392,65,0.8793290043290044,-0.23671522516998847
battery_discharge_new_max_duals,2050,GA,7392,73,0.9875541125541126,-0.23603747683866197
branch_extension_duals,2025,All,19,2,10.526315789473683,-596.288621242787
branch_extension_duals,2030,All,19,0,0.0,0.0
branch_extension_duals,2040,All,19,0,0.0,0.0
branch_extension_duals,2050,All,19,0,0.0,0.0
branch_flow_new_duals_max,2025,NT,12768,1779,13.933270676691729,-0.19800563662135692
branch_flow_new_duals_max,2030,NT,12768,1675,13.1187343358396,-0.1053994442403863
branch_flow_new_duals_max,2040,DE,12768,1862,14.583333333333334,-0.6001049250834422
branch_flow_new_duals_max,2040,GA,12768,1754,13.7374686716792,-0.15121271625776855
branch_flow_new_duals_max,2040,NT,12768,1849,14.481516290726818,-0.18813924527020162
branch_flow_new_duals_max,2050,DE,12768,1937,15.170739348370926,-0.211013306526709
branch_flow_new_duals_max,2050,GA,12768,1820,14.25438596491228,-0.2938973802521374
branch_flow_new_duals_min,2025,NT,12768,4667,36.55231829573935,0.28816336388816827
